,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
146,0.895259,0.594820,0.724241,0.056427,0.379054,0.889591,0.241044,0.401307,0.952845,0.092727,0.005544
147,0.667895,0.316216,0.321242,0.281413,0.467284,0.535110,0.398184,0.762596,0.869945,0.155428,0.532686
148,0.778893,0.195424,0.741496,0.886484,0.410467,0.525750,0.030397,0.660369,0.559170,0.019574,0.281936
149,0.715855,0.866492,0.726898,0.330390,0.876377,0.273778,0.772731,0.767843,0.066414,0.620594,0.061272
150,0.653961,0.677799,0.359937,0.697031,0.440019,0.088127,0.194334,0.924637,0.785064,0.917321,0.370017
151,0.817905,0.085413,0.370123,0.677932,0.483022,0.023501,0.599863,0.049223,0.805494,0.894794,0.783355
152,0.254233,0.056145,0.066609,0.726040,0.038946,0.046803,0.009082,0.360704,0.928672,0.260125,0.957697
153,0.810519,0.001321,0.002069,0.745603,0.001121,0.470515,0.040518,0.388102,0.380339,0.770129,0.157610
154,0.899004,0.366395,0.574764,0.330390,0.388319,0.727033,0.071171,0.866823,0.664131,0.557028,0.529840
155,0.623477,0.005560,0.006239,0.020886,0.003776,0.249352,0.013703,0.228901,0.972553,0.567389,0.423005
156,0.984967,0.298294,0.501663,0.082032,0.493673,0.288814,0.011336,0.643386,0.154217,0.039966,0.313304
157,0.252664,0.572280,0.458043,0.139018,0.431690,0.486363,0.119037,0.304528,0.711056,0.009317,0.850176
158,0.381687,0.594820,0.555052,0.735800,0.502643,0.439244,0.188651,0.523015,0.925877,0.054714,0.348228
159,0.292551,0.019787,0.020529,0.594666,0.011637,0.739977,0.763532,0.543758,0.620866,0.022930,0.288431
160,0.572441,0.023368,0.022536,0.253438,0.017109,0.496555,0.175005,0.396817,0.008652,0.259273,0.877542
161,0.833842,0.403920,0.664610,0.927617,0.530062,0.771314,0.224067,0.167546,0.640605,0.006067,0.750221
162,0.773546,0.047829,0.067079,0.028291,0.041988,0.219426,0.124754,0.228006,0.587082,0.061906,0.054529
