,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
681,0.934700,0.000004,0.000006,0.907019,0.000005,0.664701,0.009864,0.017763,0.646312,0.000000,0.406113
682,0.544896,0.000001,0.000001,0.866025,0.000001,0.234975,0.087787,0.269571,0.126689,0.000000,0.207946
683,0.454247,0.000005,0.000001,0.855828,0.000003,0.803563,0.217200,0.219526,0.182443,0.000000,0.758313
684,0.925494,0.000027,0.000020,0.677932,0.000015,0.968315,0.269255,0.512093,0.666848,0.000000,0.191576
685,0.706106,0.000000,0.000000,0.311413,0.000000,0.137299,0.053547,0.070882,0.635037,0.000000,0.200484
686,0.874673,0.000001,0.000004,0.855828,0.000005,0.287041,0.054339,0.277828,0.357423,0.000000,0.527592
687,0.917339,0.000000,0.000000,0.421040,0.000000,0.576519,0.471384,0.302000,0.073956,0.000000,0.936272
688,0.260219,0.000000,0.000000,0.516412,0.000000,0.969398,0.001865,0.011015,0.211763,0.000000,0.269008
689,0.762751,0.000000,0.000000,0.323983,0.000000,0.175541,0.329236,0.377482,0.590527,0.000000,0.172217
690,0.395858,0.000000,0.000000,0.185594,0.000000,0.342963,0.000138,0.055906,0.525004,0.000000,0.567921
691,0.560168,0.000000,0.000000,0.212816,0.000000,0.700212,0.007530,0.167689,0.181929,0.000000,0.442192
692,0.902155,0.000001,0.000001,0.311413,0.000001,0.612266,0.012703,0.140664,0.559170,0.000000,0.090365
693,0.148521,0.000002,0.000001,0.508059,0.000001,0.031999,0.134718,0.336357,0.544438,0.000000,0.696332
694,0.660759,0.000000,0.000000,0.336879,0.000000,0.538259,0.839070,0.556357,0.784294,0.000000,0.616636
695,0.021527,0.000000,0.000000,0.508059,0.000000,0.166464,0.249353,0.037796,0.816049,0.000000,0.399167
696,0.804047,0.000000,0.000000,0.116345,0.000000,0.498595,0.061884,0.571890,0.198375,0.000000,0.764804
697,0.885534,0.000330,0.000391,0.237614,0.000216,0.162113,0.564782,0.014957,0.907783,0.955240,0.031041
698,0.035755,0.000005,0.000003,0.391705,0.000004,0.999950,0.343268,0.934633,0.039898,0.000000,0.639034
699,0.088871,0.000950,0.000797,0.785213,0.000483,0.423151,0.775195,0.650788,0.201014,0.443212,0.159535
700,0.960306,0.000142,0.000357,0.937934,0.000258,0.219438,0.065616,0.934451,0.661642,0.997014,0.737497
701,0.424761,0.000000,0.000000,0.716324,0.000000,0.905620,0.337193,0.016994,0.921979,0.000000,0.792710
702,0.487262,0.000127,0.000145,0.459464,0.000117,0.952025,0.506182,0.863918,0.695336,0.514274,0.880655
703,0.257951,0.000015,0.000027,0.075413,0.000033,0.830921,0.058500,0.107279,0.644268,0.000000,0.516618
704,0.682245,0.000001,0.000000,0.110431,0.000001,0.226201,0.627912,0.018485,0.275589,0.000000,0.760960
705,0.856476,0.000001,0.000000,0.010570,0.000000,0.160346,0.112728,0.087427,0.872585,0.000000,0.665024
