,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs
799,0.722137,0.559813,0.256747,0.681519,0.585341,0.787831,0.450216,0.049760,0.140359,0.432003
800,0.779967,0.740212,0.540607,0.742675,0.629102,0.229064,0.662111,0.254639,0.234284,0.590783
801,0.257514,0.464227,0.639919,0.435542,0.366329,0.740597,0.444243,0.439392,0.102637,0.292895
802,0.180253,0.261269,0.359311,0.059053,0.271269,0.350930,0.111636,0.135209,0.588290,0.422858
803,0.817282,0.826194,0.359311,0.070962,0.579206,0.785886,0.469605,0.243040,0.350298,0.815041
804,0.058022,0.079337,0.096155,0.934584,0.062828,0.613963,0.944926,0.620582,0.441376,0.087996
805,0.510583,0.347867,0.339462,0.934584,0.295340,0.740597,0.405971,0.605688,0.834323,0.120796
806,0.771270,0.719218,0.548245,0.345221,0.474274,0.572269,0.523103,0.349911,0.548024,0.381978
807,0.215513,0.085555,0.207108,0.869608,0.103555,0.181580,0.395309,0.196379,0.457860,0.711650
808,0.311406,0.362215,0.365135,0.324654,0.400482,0.632744,0.512657,0.164867,0.215258,0.017928
809,0.672080,0.892406,0.963068,0.189098,0.802247,0.478884,0.789092,0.031391,0.588290,0.089294
810,0.637170,0.875086,0.963068,0.967265,0.687322,0.054686,0.344402,0.149165,0.468481,0.213506
811,0.699331,0.611350,0.544419,0.324654,0.380737,0.485657,0.057991,0.732934,0.834323,0.738093
812,0.095841,0.875086,0.814301,0.538167,0.942957,0.467021,0.744296,0.128989,0.172420,0.030427
813,0.988448,0.478217,0.294663,0.304902,0.307896,0.042322,0.373581,0.370751,0.257093,0.717032
814,0.166262,0.302225,0.159177,0.967265,0.185585,0.885363,0.354665,0.602974,0.531521,0.892393
815,0.230666,0.292175,0.072706,0.934584,0.213774,0.377270,0.168064,0.535371,0.015048,0.094801
816,0.309860,0.533029,0.506997,0.805500,0.410580,0.582771,0.520002,0.099668,0.963817,0.148999
817,0.217096,0.510668,0.822250,0.388786,0.667687,0.313389,0.056415,0.857637,0.605072,0.324773
818,0.540991,0.882129,0.806275,0.837419,0.928730,0.646216,0.624979,0.523261,0.035905,0.554951
819,0.815104,0.677266,0.752768,0.934584,0.935841,0.997023,0.432164,0.948315,0.312653,0.210487
820,0.289365,0.317787,0.065815,0.805500,0.168383,0.070365,0.307488,0.665727,0.722227,0.585642
821,0.421648,0.407830,0.818285,0.485387,0.496653,0.445342,0.738762,0.810441,0.331849,0.163543
822,0.241674,0.297167,0.374000,0.773903,0.371093,0.257358,0.757375,0.151143,0.605072,0.378789
823,0.065242,0.376989,0.878626,0.711865,0.554975,0.195738,0.108621,0.617273,0.880708,0.913289
824,0.732483,0.773564,0.794111,0.837419,0.680752,0.713724,0.320772,0.815534,0.531521,0.943559
825,0.717483,0.830116,0.362215,0.118881,0.463296,0.457572,0.635544,0.054242,0.127006,0.076964
826,0.774421,0.875086,0.595264,0.934584,0.648276,0.851810,0.635266,0.345431,0.509250,0.113601
827,0.476220,0.199631,0.207108,0.175643,0.119636,0.189868,0.206239,0.409193,0.932800,0.209789
828,0.335412,0.320438,0.447123,0.267837,0.312159,0.556644,0.497190,0.789801,0.129756,0.771358
829,0.615198,0.226777,0.210929,0.017300,0.119636,0.078964,0.542428,0.894611,0.778634,0.759599
830,0.024493,0.864254,0.404668,0.538167,0.468767,0.309414,0.523654,0.805978,0.963817,0.926864
831,0.213938,0.583328,0.154626,0.511421,0.474274,0.818161,0.247941,0.660357,0.588290,0.492444
832,0.195891,0.802236,0.587294,0.070962,0.816110,0.537945,0.879430,0.237939,0.963817,0.622936
833,0.775119,0.619461,0.837890,0.711865,0.733945,0.445912,0.492774,0.952193,0.932800,0.999588
834,0.215513,0.317787,0.170221,0.460087,0.385616,0.700295,0.665395,0.596760,0.331849,0.940277
835,0.687242,0.457334,0.514355,1.000000,0.375896,0.646148,0.899170,0.848939,0.441376,0.968664
836,0.138644,0.559813,0.942797,0.435542,0.654721,0.783305,0.344770,0.203463,0.758656,0.857325
837,0.067258,0.345049,0.368073,0.934584,0.971460,0.331954,0.917502,0.234403,0.072860,0.964334
838,0.702920,0.987998,0.814301,1.000000,0.774712,0.121306,0.384933,0.452150,0.030478,0.693644
839,0.384383,0.420651,0.134768,0.304902,0.275184,0.449915,0.547673,0.332459,0.440829,0.665048
840,0.006774,0.232956,0.190588,0.059053,0.197755,0.337294,0.433912,0.258344,0.509250,0.155415
841,0.710044,0.694016,0.514355,0.162916,0.380737,0.181269,0.013456,0.618674,0.519161,0.065899
842,0.933660,0.170221,0.265852,0.388786,0.149860,0.112557,0.850187,0.707058,0.257093,0.513570
843,0.985480,0.243546,0.205218,0.388786,0.126148,0.100666,0.570684,0.696740,0.149896,0.538115
844,0.963968,0.837890,0.777696,0.345221,0.508051,0.490531,0.946360,0.217872,0.722227,0.786937
845,0.860230,0.471188,0.356425,0.681519,0.375896,0.898346,0.269597,0.022526,0.577775,0.855273
846,0.319970,0.514355,0.201479,0.902014,0.271269,0.782669,0.050868,0.308028,0.052839,0.967144
847,0.005592,0.099230,0.044595,0.538167,0.065399,0.152028,0.404815,0.153366,0.722227,0.067101
848,0.267432,0.210929,0.437067,0.651679,0.267391,0.505279,0.741307,0.772809,0.147216,0.011841
849,0.224789,0.289703,0.082841,0.485387,0.152406,0.657682,0.305748,0.465516,0.440829,0.185639
850,0.551702,0.427165,0.644038,0.711865,0.795339,0.404923,0.824936,0.392615,0.588290,0.548794
851,0.822506,0.810297,0.744402,0.345221,0.942957,0.550847,0.036330,0.358930,0.336760,0.858046
852,0.549918,0.706611,0.619461,0.118881,0.610175,0.895810,0.961270,0.231576,0.245499,0.548219
853,0.835898,0.841740,0.911815,0.411770,0.928730,0.732587,0.367823,0.536535,0.519161,0.978622
854,0.627735,0.197795,0.181876,1.000000,0.121777,0.908291,0.638008,0.838533,0.519161,0.092304
855,0.438662,0.715015,0.389118,0.538167,0.579206,0.636090,0.937521,0.706846,0.531521,0.753197
856,0.832683,0.611350,0.320438,0.651679,0.700531,0.109318,0.798180,0.709081,0.659950,0.774205
857,0.428172,0.689822,0.972205,1.000000,0.713832,0.507767,0.882753,0.933435,0.254592,0.165819
858,0.595987,0.785929,0.467699,0.805500,0.720515,0.743260,0.752364,0.804734,0.402817,0.936296
859,0.084396,0.615400,0.339462,0.411770,0.720515,0.815672,0.776204,0.546945,0.793041,0.237971
860,0.746362,0.437067,0.212861,0.711865,0.248578,0.469401,0.075228,0.703462,0.414308,0.057146
861,0.644837,0.036423,0.056210,0.902014,0.034785,0.787775,0.842881,0.921885,0.179242,0.866648
862,0.720202,0.923815,0.990683,0.388786,0.872096,0.992062,0.234973,0.711972,0.402817,0.754331
863,0.035654,0.180173,0.514355,0.869608,0.320801,0.480815,0.721348,0.269899,0.963817,0.996483
864,0.763112,0.376989,0.032653,0.837419,0.227249,0.188710,0.238953,0.759486,0.385357,0.769717
865,0.884649,0.254509,0.492475,0.388786,0.713832,0.434438,0.015710,0.883264,0.146988,0.519192
866,0.278285,0.963068,0.892406,0.109482,0.661191,0.861639,0.834369,0.204171,0.932800,0.694548
867,0.212370,0.012402,0.004786,0.869608,0.006910,0.189870,0.698904,0.061095,0.146988,0.143940
868,0.414718,0.548245,0.802236,0.233993,0.496653,0.843030,0.530308,0.413055,0.793041,0.308873
869,0.920347,0.252287,0.555942,0.267837,0.463296,0.613971,0.330664,0.818682,0.834323,0.049853
870,0.059363,0.111221,0.270497,0.593681,0.173979,0.749225,0.014219,0.206941,0.946591,0.312466
871,0.753350,0.138837,0.304777,0.070962,0.700531,0.379860,0.801871,0.716075,0.282128,0.843486
872,0.885571,0.731821,0.579375,0.651679,0.395489,0.441303,0.562266,0.105479,0.468481,0.429331
873,0.514162,0.875086,0.575435,0.345221,0.548995,0.979724,0.434423,0.682002,0.350298,0.572006
874,0.115068,0.591273,0.250079,0.267837,0.485394,0.137595,0.699094,0.878737,0.793041,0.550444
875,0.786117,0.342247,0.339462,0.040174,0.366329,0.729910,0.672766,0.554309,0.588290,0.724477
876,0.100031,0.123147,0.212861,0.773903,0.135256,0.441194,0.145283,0.340622,0.880708,0.707926
877,0.518635,0.212861,0.228822,0.411770,0.160244,0.473547,0.349498,0.668292,0.793041,0.591404
878,0.485125,0.552086,0.379995,0.345221,0.823063,0.486255,0.549857,0.490522,0.722227,0.993042
879,0.137939,0.371028,0.818285,0.837419,0.591505,0.163384,0.720927,0.657619,0.182169,0.113095
880,0.143166,0.031863,0.025159,0.460087,0.020527,0.083933,0.351276,0.098105,0.793041,0.332586
881,0.007824,0.141605,0.492475,0.435542,0.395489,0.297005,0.981605,0.178468,0.792804,0.777183
882,0.465119,0.988945,0.822250,1.000000,0.733945,0.053115,0.234194,0.653262,0.064967,0.680373
883,0.721751,0.496081,0.265852,0.285964,0.352265,0.392522,0.616011,0.461789,0.605072,0.073012
884,0.588511,0.407830,0.867899,0.593681,0.468767,0.386061,0.710596,0.719833,0.946591,0.793527
885,0.988895,0.021878,0.016652,0.622387,0.012266,0.883748,0.456481,0.501635,0.302402,0.894222
886,0.233307,0.744402,0.533029,0.837419,0.816110,0.775523,0.773101,0.898505,0.622138,0.496500
887,0.176615,0.506997,0.802236,0.304902,0.648276,0.001270,0.473076,0.996978,0.336760,0.680069
888,0.906587,0.447123,0.270497,0.902014,0.781571,0.452318,0.316028,0.446306,0.984660,0.380923
889,0.621696,0.902311,0.740212,0.064782,0.567028,0.331959,0.110422,0.574002,0.792804,0.144457
890,0.982115,0.773564,0.552086,0.934584,0.809171,0.466912,0.360839,0.693144,0.234284,0.468927
891,0.588952,0.212861,0.292175,0.773903,0.173979,0.849521,0.535790,0.364224,0.984660,0.279422
892,0.820672,0.790027,0.525513,1.000000,0.531250,0.014632,0.614205,0.012488,0.537562,0.043985
893,0.725990,0.042040,0.038218,0.837419,0.023096,0.721859,0.508582,0.203830,0.067499,0.039289
894,0.218048,0.093160,0.112369,0.267837,0.081136,0.791025,0.556108,0.783554,0.793041,0.805550
895,0.768096,0.685633,0.353555,0.109482,0.680752,0.904363,0.238065,0.098363,0.298455,0.555481
896,0.742272,0.254509,0.226777,0.015465,0.255989,0.264050,0.068207,0.871950,0.724441,0.902860
897,0.351170,0.239266,0.453914,0.773903,0.727219,0.592686,0.951127,0.919464,0.129756,0.441446
898,0.261740,0.710813,0.644038,1.000000,0.942957,0.257363,0.582025,0.748737,0.718699,0.816128
899,0.057540,0.996200,0.965018,0.869608,0.900350,0.806272,0.006484,0.537401,0.984660,0.101686
900,0.240660,0.740212,0.488885,0.162916,0.452461,0.030006,0.869928,0.547197,0.778634,0.384230
901,0.337816,0.956850,0.790027,0.070962,0.603923,0.264053,0.059063,0.611944,0.312653,0.628246
902,0.696928,0.404668,0.756942,0.304902,0.680752,0.201110,0.902644,0.828712,0.622138,0.217368
903,0.611286,0.138837,0.312534,0.218258,0.173979,0.172433,0.207654,0.609944,0.815408,0.647777
904,0.787470,0.275204,0.151651,0.100680,0.173979,0.722511,0.832019,0.817984,0.963817,0.733425
905,0.428172,0.867899,0.932277,0.388786,0.928730,0.245086,0.301019,0.804063,0.542853,0.519607
906,0.443489,0.115871,0.173488,0.109482,0.109371,0.593209,0.318185,0.510444,0.588290,0.944959
907,0.721364,0.093160,0.075960,0.460087,0.115443,0.648907,0.203226,0.128862,0.509250,0.212965
908,0.807204,0.024844,0.103459,0.435542,0.073638,0.146356,0.673316,0.568894,0.519161,0.355020
909,0.279749,0.331209,0.339462,0.902014,0.237744,0.227987,0.465484,0.360159,0.605072,0.374423
910,0.254022,0.950089,0.841740,0.773903,0.879145,0.912154,0.480917,0.115398,0.594080,0.616529
911,0.638024,0.275204,0.453914,0.773903,0.252264,0.566349,0.123470,0.595674,0.588290,0.028001
912,0.271024,0.681447,0.871509,0.218258,0.747457,0.409301,0.189052,0.191271,0.245499,0.415419
913,0.157868,0.990683,0.694016,0.805500,0.667687,0.849525,0.347400,0.986632,0.298455,0.294958
914,0.309860,0.254509,0.205218,0.805500,0.291231,0.245490,0.070062,0.361697,0.136970,0.345613
915,0.403098,0.464227,0.673090,0.651679,0.463296,0.295261,0.754464,0.404795,0.441376,0.662932
916,0.562834,0.899053,0.856868,0.869608,0.957202,0.398958,0.266859,0.676382,0.270646,0.040535
917,0.643562,0.016873,0.254509,0.805500,0.128379,0.517694,0.317910,0.783358,0.834323,0.389742
918,0.393279,0.297167,0.165414,0.100680,0.347654,0.673913,0.948286,0.448246,0.519161,0.471184
919,0.388187,0.648166,0.407830,0.411770,0.356915,0.394137,0.445341,0.680694,0.078142,0.136601
920,0.435159,0.467699,0.345049,0.622387,0.234208,0.032593,0.910620,0.291901,0.331849,0.238772
921,0.354439,0.023919,0.022444,0.511421,0.015355,0.500950,0.345971,0.953325,0.468481,0.647837
922,0.536076,0.433749,0.664755,0.324654,0.513800,0.045196,0.775329,0.630499,0.793041,0.094032
923,0.087361,0.875086,0.536810,0.869608,0.680752,0.955379,0.074112,0.840392,0.605072,0.421264
924,0.397539,0.583328,0.379995,0.681519,0.356915,0.743205,0.786341,0.632573,0.057211,0.890270
925,0.505665,0.081953,0.094149,0.511421,0.056763,0.492921,0.913519,0.919464,0.686286,0.725957
926,0.727907,0.988945,0.934990,0.967265,0.893273,0.935002,0.660845,0.030340,0.946591,0.395444
927,0.918012,0.529263,0.937648,0.902014,0.635467,0.429796,0.849096,0.457997,0.622138,0.245335
928,0.064319,0.536810,0.270497,0.267837,0.343082,0.863363,0.988813,0.886230,0.350298,0.889378
929,0.870472,0.411009,0.374000,0.902014,0.957202,0.488039,0.207890,0.423037,0.149896,0.761058
930,0.344264,0.871509,0.521778,0.285964,0.519583,0.061071,0.730679,0.168812,0.045516,0.287999
931,0.202503,0.241399,0.603284,0.837419,0.447097,0.614625,0.494530,0.420676,0.793041,0.532942
932,0.611286,0.043557,0.119463,0.435542,0.121777,0.049387,0.635271,0.965924,0.090572,0.602676
933,0.027455,0.719218,0.611350,0.175643,0.508051,0.646207,0.997751,0.767289,0.519161,0.151842
934,0.366805,0.002409,0.003653,0.109482,0.003071,0.748579,0.190125,0.005126,0.815408,0.811791
935,0.858649,0.395286,0.404668,0.902014,0.299486,0.820580,0.305836,0.740718,0.169076,0.826275
936,0.453618,0.668920,0.914889,0.460087,0.667687,0.402755,0.437847,0.029040,0.288764,0.727837
937,0.200686,0.719218,0.631707,0.092452,0.479817,0.587399,0.963205,0.720949,0.017383,0.515237
938,0.529370,0.011427,0.014975,0.175643,0.010800,0.027633,0.109424,0.747705,0.403557,0.887949
939,0.269584,0.627615,0.648166,0.189098,0.426009,0.881074,0.694585,0.652536,0.519161,0.243775
940,0.869972,0.154626,0.199631,0.460087,0.217088,0.714450,0.820504,0.881393,0.129001,0.962630
941,0.792838,0.414206,0.694016,0.109482,0.740691,0.605908,0.646624,0.126580,0.324427,0.469067
942,0.017197,0.167004,0.536810,0.773903,0.457860,0.854181,0.201122,0.424272,0.509250,0.401859
943,0.851940,0.121909,0.107837,0.109482,0.072209,0.055898,0.259837,0.048329,0.270646,0.359767
944,0.026000,0.417420,0.376989,0.837419,0.312159,0.236251,0.827448,0.612917,0.282128,0.791813
945,0.867199,0.603284,0.555942,0.070962,0.395489,0.153287,0.866649,0.695429,0.594080,0.175790
946,0.645686,0.864254,0.794111,0.902014,0.851010,0.931620,0.786280,0.435653,0.830247,0.720397
947,0.492708,0.499703,0.563698,0.622387,0.441770,0.407646,0.182851,0.647074,0.437211,0.109955
948,0.916734,0.077633,0.043046,0.084772,0.041421,0.212509,0.040622,0.072536,0.758656,0.555418
949,0.651609,0.736018,0.611350,0.742675,0.893273,0.362920,0.365957,0.182776,0.594080,0.992799
950,0.319970,0.706611,0.485312,0.869608,0.502335,0.098542,0.667217,0.616738,0.778634,0.526710
951,0.398392,0.830116,0.567596,0.869608,0.680752,0.532849,0.141424,0.061407,0.932800,0.207529
952,0.257514,0.481756,0.467699,0.711865,0.985728,0.601291,0.290939,0.414851,0.718699,0.060340
953,0.755900,0.536810,0.540607,0.139566,0.680752,0.619320,0.681079,0.335448,0.245499,0.147133
954,0.824328,0.091207,0.062235,0.538167,0.047075,0.730565,0.601659,0.628631,0.932800,0.441886
955,0.879254,0.947717,0.882129,0.324654,0.921625,0.503310,0.104252,0.450981,0.147216,0.237761
956,0.316064,0.981157,0.947717,1.000000,0.851010,0.333436,0.977935,0.720894,0.285693,0.316536
957,0.259622,0.673090,0.151651,0.902014,0.352265,0.295605,0.238522,0.328791,0.932800,0.218976
958,0.162028,0.282382,0.309932,0.118881,0.191599,0.935452,0.059066,0.423993,0.245499,0.214245
959,0.086861,0.165414,0.058160,0.869608,0.082707,0.089453,0.011123,0.572401,0.542853,0.499433
960,0.742645,0.723420,0.864254,0.128902,0.713832,0.320809,0.328280,0.900819,0.007314,0.928252
961,0.031147,0.156131,0.312534,0.538167,0.230710,0.896311,0.682629,0.099416,0.385357,0.079149
962,0.857855,0.719218,0.777696,0.967265,0.950077,0.866176,0.319746,0.219087,0.402817,0.003254
963,0.814792,0.756942,0.867899,0.869608,0.900350,0.613971,0.009788,0.121953,0.793041,0.176806
964,0.587630,0.794111,0.563698,0.538167,0.802247,0.316667,0.626475,0.000731,0.414308,0.299616
965,0.307549,0.710813,0.272842,0.285964,0.457860,0.223716,0.780725,0.239824,0.932800,0.807260
966,0.825235,0.563698,0.117058,0.189098,0.410580,0.065042,0.676618,0.757204,0.830247,0.663383
967,0.530265,0.867899,0.447123,0.023999,0.496653,0.147328,0.558076,0.697920,0.793041,0.715371
968,0.634603,0.347867,0.309932,0.538167,0.303672,0.077721,0.779517,0.716037,0.724441,0.277261
969,0.074040,0.798181,0.287247,0.934584,0.519583,0.180412,0.541398,0.542178,0.815408,0.478661
970,0.382275,0.810297,0.383019,0.150897,0.616456,0.198250,0.070366,0.694711,0.963817,0.913636
971,0.030152,0.992919,0.995268,0.934584,0.985728,0.975861,0.339668,0.470173,0.141696,0.707169
972,0.075818,0.001093,0.001993,0.092452,0.002576,0.515255,0.529522,0.408421,0.659950,0.110216
973,0.166262,0.471188,0.506997,0.538167,0.964329,0.212535,0.604852,0.316771,0.254592,0.283135
974,0.895158,0.996989,0.997333,0.002737,0.971460,0.108587,0.654618,0.473187,0.946591,0.543052
975,0.626012,0.093160,0.216766,0.304902,0.162923,0.545696,0.825364,0.720324,0.834323,0.241395
976,0.507006,0.165414,0.203342,0.411770,0.135256,0.917811,0.005865,0.361997,0.006847,0.579896
977,0.182516,0.168606,0.173488,0.053751,0.255989,0.603951,0.259530,0.072581,0.414308,0.546871
978,0.185659,0.100273,0.075135,0.304902,0.060341,0.293946,0.062974,0.016314,0.722227,0.108880
979,0.305630,0.710813,0.652302,0.742675,0.950077,0.632682,0.058309,0.278037,0.468481,0.352256
980,0.130807,0.447123,0.153133,0.040174,0.579206,0.823696,0.031844,0.665911,0.285949,0.365597
981,0.001721,0.353555,0.849360,0.032840,0.554975,0.845399,0.058263,0.360159,0.880708,0.321557
982,0.398820,0.226777,0.420651,0.538167,0.375896,0.721859,0.315134,0.504078,0.531521,0.055160
983,0.232314,0.259001,0.464227,0.837419,0.259752,0.553368,0.253413,0.610836,0.963817,0.581432
984,0.944014,0.190588,0.673090,0.203297,0.405512,0.297432,0.807772,0.138269,0.402817,0.637670
985,0.209255,0.050695,0.162271,0.189098,0.117525,0.318513,0.593874,0.015465,0.758656,0.017441
986,0.321931,0.194165,0.583328,0.773903,0.320801,0.510873,0.340484,0.007094,0.104151,0.918022
987,0.935352,0.453914,0.496081,0.511421,0.957202,0.161550,0.072786,0.691324,0.112323,0.436487
988,0.065242,0.673090,0.668920,0.538167,0.809171,0.147077,0.852291,0.326408,0.230588,0.371232
989,0.648228,0.806275,0.411009,0.711865,0.479817,0.313472,0.814009,0.869626,0.577775,0.873854
990,0.429480,0.256747,0.228822,0.869608,0.227249,0.288341,0.754019,0.351685,0.605072,0.339759
991,0.463789,0.460772,0.395286,0.150897,0.463296,0.275369,0.815862,0.774812,0.622138,0.249560
992,0.425124,0.785929,0.414206,0.064782,0.415686,0.702996,0.918163,0.197694,0.282128,0.839324
993,0.704112,0.810297,0.965018,0.053751,0.767871,0.071989,0.330480,0.082593,0.605072,0.992553
994,0.862838,0.427165,0.496081,0.593681,0.307896,0.226572,0.595424,0.299740,0.588290,0.423302
995,0.571271,0.289703,0.194165,0.651679,0.197755,0.999999,0.627819,0.697460,0.724441,0.944169
996,0.059363,0.975431,0.689822,0.026684,0.707170,0.782669,0.223190,0.974238,0.792804,0.241063
997,0.203720,0.603284,0.603284,0.773903,0.452461,0.705641,0.920220,0.583609,0.537562,0.201771
998,0.411696,0.756942,0.790027,0.189098,0.971460,0.285398,0.071691,0.536388,0.402817,0.241315
999,0.535629,0.533029,0.790027,0.565597,0.420829,0.533538,0.638117,0.139234,0.830247,0.374330
1000,0.859441,0.845564,0.889021,0.411770,0.957202,0.488688,0.281693,0.523196,0.140401,0.610166
1001,0.967232,0.320438,0.777696,0.538167,0.573102,0.775523,0.439729,0.605602,0.049948,0.179250
1002,0.989433,0.315152,0.252287,0.902014,0.210498,0.590672,0.205742,0.205895,0.963817,0.679327
1003,0.531606,0.849360,0.644038,0.837419,0.823063,0.646207,0.152106,0.890246,0.015638,0.291129
1004,0.706095,0.226777,0.086476,0.233993,0.165636,0.030233,0.378424,0.792354,0.778634,0.597927
1005,0.314119,0.668920,0.954656,0.267837,0.727219,0.708398,0.728277,0.346725,0.270646,0.964763
1006,0.804958,0.417420,0.302225,0.485387,0.275184,0.795515,0.569180,0.968461,0.724441,0.418732
1007,0.026373,0.214807,0.197795,0.345221,0.220438,0.198249,0.505689,0.106360,0.003003,0.085509
1008,0.790499,0.389118,0.126925,0.565597,0.263552,0.471777,0.596258,0.576444,0.282128,0.077118
1009,0.958539,0.932277,0.790027,0.485387,0.858028,0.833445,0.653522,0.542994,0.104151,0.485304
1010,0.109219,0.371028,0.297167,0.460087,0.241318,0.085159,0.430964,0.946382,0.758656,0.631086
1011,0.933815,0.453914,0.794111,0.711865,0.700531,0.788461,0.208008,0.285213,0.282128,0.673723
1012,0.266717,0.112369,0.194165,0.100680,0.142414,0.850097,0.096890,0.493740,0.011074,0.055514
1013,0.741152,0.996200,0.849360,0.711865,0.687322,0.200809,0.446954,0.489067,0.288764,0.370704
1014,0.394981,0.698212,0.689822,0.511421,0.591505,0.513361,0.036687,0.074773,0.722227,0.011039
1015,0.951516,0.270497,0.315152,0.053751,0.244929,0.883751,0.300608,0.624382,0.509250,0.883913
1016,0.481561,0.934990,0.401523,0.967265,0.525400,0.582065,0.639896,0.571362,0.331849,0.831436
1017,0.016854,0.088343,0.195973,0.711865,0.128379,0.616647,0.824208,0.154018,0.568491,0.821970
1018,0.472219,0.027127,0.088343,0.711865,0.044171,0.354895,0.081220,0.065517,0.094938,0.287224
1019,0.796155,0.188819,0.156131,0.711865,0.101672,0.861646,0.881698,0.468117,0.104151,0.146477
1020,0.991942,0.333943,0.411009,0.250516,0.291231,0.055974,0.703092,0.736272,0.045516,0.961170
1021,0.948127,0.392193,0.350703,0.773903,0.207258,0.700948,0.796528,0.665937,0.350298,0.024310
1022,0.220281,0.021599,0.016004,0.902014,0.013564,0.452310,0.901010,0.867302,0.169076,0.496335
1023,0.314119,0.205218,0.207108,0.869608,0.200886,0.901891,0.791590,0.869046,0.963817,0.715038
1024,0.838212,0.075960,0.070343,0.805500,0.037980,0.064112,0.873377,0.939311,0.594080,0.885114
1025,0.253327,0.694016,0.383019,0.304902,0.707170,0.694895,0.068509,0.980726,0.414308,0.025306
1026,0.006812,0.853129,0.765269,0.805500,0.921625,0.808794,0.922818,0.493729,0.659950,0.992898
1027,0.807204,0.752768,0.878626,0.485387,0.886205,0.611292,0.457593,0.820954,0.932800,0.774642
1028,0.553039,0.265852,0.342247,0.902014,0.244929,0.337263,0.361749,0.267582,0.778634,0.456095
1029,0.473997,0.055573,0.067296,0.934584,0.037980,0.022027,0.098353,0.634172,0.815408,0.977500
1030,0.556604,0.398396,0.802236,0.304902,0.537133,0.252683,0.142733,0.162863,0.298455,0.649499
1031,0.609544,0.080201,0.043557,0.622387,0.072209,0.316678,0.263177,0.848160,0.215258,0.703059
1032,0.878777,0.209012,0.315152,0.902014,0.248578,0.147091,0.728594,0.031226,0.298455,0.388873
1033,0.757351,0.698212,0.552086,0.189098,0.548995,0.083988,0.868101,0.997732,0.984660,0.357750
1034,0.706095,0.404668,0.533029,0.109482,0.468767,0.427639,0.131894,0.547384,0.234284,0.580809
1035,0.243028,0.117058,0.128206,0.565597,0.111367,0.467010,0.768489,0.145016,0.140359,0.024607
1036,0.003069,0.818285,0.878626,0.460087,0.942957,0.291770,0.946538,0.319981,0.457860,0.015738
1037,0.240660,0.506997,0.798181,0.203297,0.747457,0.033604,0.190969,0.549187,0.963817,0.956832
1038,0.499854,0.024224,0.098196,0.324654,0.066717,0.440690,0.979991,0.715510,0.214273,0.018505
1039,0.652453,0.867899,0.639919,0.162916,0.802247,0.337294,0.299661,0.807940,0.052839,0.585147
1040,0.983388,0.559813,0.656446,0.805500,0.914526,0.935450,0.589589,0.744288,0.880708,0.241338
1041,0.944014,0.945286,0.611350,0.460087,0.693915,0.574770,0.096965,0.451001,0.542853,0.746932
1042,0.025267,0.115871,0.347867,0.538167,0.263552,0.746574,0.406515,0.313853,0.282128,0.729733
1043,0.406961,0.170221,0.368073,0.128902,0.693915,0.709057,0.076601,0.305106,0.331849,0.442180
1044,0.842779,0.806275,0.457334,0.902014,0.693915,0.694890,0.430665,0.272319,0.880708,0.906885
1045,0.180535,0.972205,0.968735,0.651679,0.992864,0.767673,0.573783,0.696169,0.147392,0.700531
1046,0.749684,0.773564,0.529263,0.162916,0.788447,0.546319,0.686045,0.393119,0.834323,0.720755
1047,0.752984,0.777696,0.664755,0.324654,0.560986,0.377221,0.969013,0.931094,0.537562,0.958406
1048,0.159160,0.579375,0.417420,0.869608,0.291231,0.222396,0.804510,0.200487,0.509250,0.996838
1049,0.645686,0.837890,0.963068,0.511421,0.693915,0.654978,0.709848,0.215659,0.053276,0.986280
1050,0.040696,0.270497,0.510668,0.805500,0.325179,0.062747,0.477447,0.255653,0.758656,0.826653
1051,0.486908,0.567596,0.420651,0.773903,0.291231,0.441303,0.649750,0.104233,0.622138,0.148446
1052,0.701327,0.423899,0.719218,0.345221,0.415686,0.345027,0.154776,0.608016,0.542853,0.007034
1053,0.638878,0.540607,0.790027,0.651679,0.585341,0.495373,0.439254,0.898461,0.336760,0.719517
1054,0.702522,0.312534,0.845564,0.593681,0.513800,0.116420,0.941961,0.948581,0.722227,0.653342
1055,0.212370,0.023319,0.042040,0.008627,0.032543,0.046913,0.205306,0.151876,0.793041,0.874091
1056,0.239650,0.272842,0.437067,0.902014,0.295340,0.887993,0.188184,0.570339,0.282128,0.000418
1057,0.685616,0.110084,0.420651,0.100680,0.244929,0.070466,0.257047,0.310043,0.257093,0.224917
1058,0.053126,0.895751,0.559813,0.366600,0.707170,0.126118,0.810310,0.885118,0.015048,0.542628
1059,0.009965,0.668920,0.309932,0.218258,0.641858,0.143216,0.127756,0.659966,0.724441,0.252663
1060,0.603434,0.194165,0.279973,0.511421,0.152406,0.490516,0.603851,0.203670,0.060392,0.641998
1061,0.664610,0.040089,0.195973,0.460087,0.142414,0.088950,0.192833,0.517725,0.932800,0.900882
1062,0.531606,0.056853,0.092179,0.460087,0.047075,0.741251,0.626314,0.021489,0.718699,0.507853
1063,0.472663,0.345049,0.583328,0.485387,0.754243,0.222396,0.842328,0.846133,0.020081,0.078139
1064,0.889206,0.256747,0.555942,0.388786,0.361603,0.365433,0.299527,0.054949,0.457860,0.516196
