,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
96,0.855497,0.974076,0.825648,0.866025,0.596864,0.745183,0.916005,0.982960,0.055988,0.556057,0.596687
97,0.791638,0.734865,0.880059,0.677932,0.869693,0.510692,0.398001,0.604242,0.502366,0.431668,0.246618
98,0.057387,0.664610,0.328036,0.745603,0.399300,0.001092,0.929734,0.729559,0.525175,0.002177,0.331739
99,0.225232,0.523821,0.954705,0.541893,0.608689,0.153569,0.831368,0.445649,0.010849,0.268924,0.740181
100,0.220125,0.934452,0.945843,0.541893,0.984204,0.879833,0.234286,0.008937,0.050905,0.177286,0.212752
101,0.326813,0.356284,0.236904,0.491567,0.829798,0.881139,0.720947,0.936530,0.241510,0.146017,0.754597
102,0.598979,0.892023,0.804198,0.631103,0.646805,0.270147,0.533181,0.766850,0.433864,0.811970,0.250841
103,0.096283,0.599884,0.720255,0.533330,0.896481,0.841664,0.044372,0.772526,0.498052,0.440005,0.585231
104,0.443914,0.577252,0.659352,0.073305,0.927882,0.238048,0.734420,0.421632,0.664131,0.537508,0.211507
105,0.284648,0.400940,0.713610,0.004130,0.504447,0.412711,0.761625,0.281173,0.805494,0.909422,0.415333
106,0.890473,0.020612,0.052987,0.157194,0.030921,0.146544,0.462109,0.074895,0.053233,0.521439,0.352808
107,0.006715,0.611349,0.729555,0.161037,0.898719,0.636651,0.498145,0.027006,0.622015,0.642763,0.635290
108,0.337912,0.052603,0.059040,0.330390,0.036854,0.006294,0.746050,0.179525,0.221831,0.779077,0.957579
109,0.745193,0.644953,0.463492,0.979293,0.832004,0.409316,0.600466,0.095383,0.529203,0.816641,0.266234
110,0.386258,0.309608,0.435623,0.181319,0.299255,0.569757,0.388514,0.249465,0.986454,0.877405,0.512774
111,0.414840,0.963952,0.874468,0.157194,0.887537,0.203527,0.386503,0.956201,0.328402,0.546852,0.370638
112,0.335604,0.291188,0.402925,0.612765,0.222824,0.627311,0.926109,0.689320,0.739659,0.298915,0.947655
113,0.493747,0.113574,0.202394,0.237614,0.790338,0.412312,0.907726,0.392574,0.155699,0.240436,0.413151
114,0.084441,0.447272,0.765263,0.116345,0.717323,0.561753,0.452719,0.807932,0.473891,0.677436,0.305818
115,0.592379,0.958814,0.894146,0.311413,0.916652,0.306772,0.645706,0.195004,0.606684,0.360928,0.726968
116,0.016623,0.384349,0.376714,0.896743,0.990973,0.046596,0.845057,0.398690,0.770848,0.117127,0.032375
117,0.236403,0.269906,0.179371,0.305250,0.224979,0.206086,0.815199,0.485530,0.143700,0.707336,0.417449
118,0.679319,0.443012,0.409926,0.237614,0.222824,0.550043,0.316142,0.438088,0.576238,0.892582,0.339103
119,0.160695,0.659352,0.668561,0.559222,0.614641,0.197021,0.911391,0.665519,0.355671,0.947846,0.592590
120,0.472200,0.317885,0.765263,0.835507,0.579324,0.616612,0.647509,0.173621,0.481427,0.608993,0.206701
121,0.230619,0.483460,0.676477,0.907019,0.825390,0.287126,0.027312,0.288182,0.966148,0.097986,0.606493
122,0.814857,0.561173,0.642345,0.907019,0.589039,0.728522,0.226747,0.733390,0.481993,0.186405,0.232643
123,0.883360,0.962704,0.977010,0.649671,0.970669,0.670444,0.448468,0.908853,0.928672,0.290131,0.386504
124,0.166980,0.433528,0.656727,0.989646,0.493673,0.882849,0.198155,0.725658,0.344352,0.965631,0.150856
125,0.579524,0.583497,0.866492,0.443864,0.755704,0.606646,0.857509,0.810893,0.921979,0.923280,0.409494
126,0.009736,0.322085,0.515591,0.687457,0.450135,0.301402,0.156008,0.106533,0.893405,0.649418,0.620885
127,0.931892,0.617758,0.436674,0.886484,0.827594,0.008122,0.578612,0.421145,0.271999,0.314005,0.093037
128,0.051341,0.829372,0.829372,0.377515,0.734300,0.775055,0.584334,0.389724,0.346210,0.740823,0.218502
129,0.523508,0.770513,0.762633,0.649671,0.993230,0.906179,0.099246,0.853790,0.353742,0.677572,0.507492
130,0.709901,0.522640,0.281153,0.384570,0.331971,0.784813,0.398047,0.802539,0.031776,0.437559,0.751830
